"gender","NationalITy","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","raisedhands","VisITedResources","AnnouncementsView","Discussion","ParentAnsweringSurvey","ParentschoolSatisfaction","StudentAbsenceDays","Class"
"M","KW","KuwaIT","MiddleSchool","G-07","B","Science","S","Father","\'(20-30]\'","\'(20-30]\'","\'(10-20]\'","\'(0-10]\'","No","Bad","Above-7","L"
"M","Egypt","KuwaIT","MiddleSchool","G-07","B","Science","S","Father","\'(10-20]\'","\'(20-30]\'","\'(30-40]\'","\'(40-50]\'","No","Bad","Above-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","B","IT","S","Mum","\'(60-70]\'","\'(90-100)\'","\'(80-90]\'","\'(80-90]\'","Yes","Bad","Under-7","H"
"F","KW","KuwaIT","MiddleSchool","G-06","A","IT","S","Father","\'(40-50]\'","\'(40-50]\'","\'(50-60]\'","\'(60-70]\'","Yes","Bad","Under-7","M"
"F","KW","KuwaIT","MiddleSchool","G-06","A","Science","S","Father","\'(70-80]\'","\'(90-100)\'","\'(60-70]\'","\'(70-80]\'","Yes","Good","Under-7","H"
"F","KW","KuwaIT","MiddleSchool","G-06","A","Math","S","Father","\'(80-90]\'","\'(40-50]\'","\'(80-90]\'","\'(90-100]\'","No","Bad","Above-7","M"
"F","KW","KuwaIT","MiddleSchool","G-06","A","Quran","S","Father","\'(60-70]\'","\'(40-50]\'","\'(0-10]\'","\'(10-20]\'","No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-04","A","IT","S","Father","\'(60-70]\'","\'(80-90]\'","\'(60-70]\'","\'(30-40]\'","No","Good","Above-7","M"
"M","KW","KuwaIT","lowerlevel","G-04","A","Math","S","Father","\'(10-20]\'","\'(0-10]\'","\'(30-40]\'","\'(30-40]\'","Yes","Good","Under-7","H"
"M","Egypt","Egypt","lowerlevel","G-04","A","English","S","Mum","\'(10-20]\'","\'(70-80]\'","\'(30-40]\'","\'(10-20]\'","No","Good","Above-7","L"
"F","KW","KuwaIT","lowerlevel","G-04","A","Science","S","Father","\'(60-70]\'","\'(70-80]\'","\'(80-90]\'","\'(90-100]\'","No","Bad","Under-7","M"
"M","KW","KuwaIT","lowerlevel","G-04","A","Arabic","S","Father","\'(30-40]\'","\'(20-30]\'","\'(10-20]\'","\'(40-50]\'","No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-04","A","English","S","Father","\'(50-60]\'","\'(90-100)\'","\'(40-50]\'","\'(70-80]\'","Yes","Good","Under-7","H"
"M","KW","KuwaIT","lowerlevel","G-04","A","History","S","Father","\'(0-10]\'","\'(10-20]\'","\'(10-20]\'","\'(30-40]\'","Yes","Good","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-04","A","History","S","Mum","\'(70-80]\'","\'(80-90]\'","\'(70-80]\'","\'(60-70]\'","No","Good","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-04","A","History","S","Father","\'(60-70]\'","\'(90-100)\'","\'(60-70]\'","\'(60-70]\'","No","Good","Under-7","M"
"F","KW","KuwaIT","lowerlevel","G-04","A","History","S","Father","\'(70-80]\'","\'(90-100)\'","\'(80-90]\'","\'(90-100]\'","Yes","Good","Under-7","M"
"M","KW","KuwaIT","lowerlevel","G-04","A","English","S","Mum","\'(60-70]\'","\'(30-40]\'","\'(10-20]\'","\'(10-20]\'","No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-04","A","History","S","Father","\'(0-10]\'","\'(10-20]\'","\'(10-20]\'","\'(10-20]\'","No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-04","A","History","S","Father","\'(60-70]\'","\'(90-100)\'","\'(80-90]\'","\'(60-70]\'","Yes","Bad","Above-7","M"
"F","KW","KuwaIT","lowerlevel","G-04","A","History","S","Mum","\'(20-30]\'","\'(20-30]\'","\'(50-60]\'","\'(30-40]\'","Yes","Good","Above-7","M"
"M","Egypt","Egypt","lowerlevel","G-04","A","Math","S","Mum","\'(40-50]\'","\'(90-100)\'","\'(40-50]\'","\'(0-10]\'","No","Bad","Above-7","M"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(60-70]\'","\'(60-70]\'","\'(40-50]\'","\'(30-40]\'","No","Bad","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(70-80]\'","\'(80-90]\'","\'(80-90]\'","\'(30-40]\'","No","Bad","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Father","\'(10-20]\'","\'(80-90]\'","\'(10-20]\'","\'(10-20]\'","Yes","Good","Above-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father","\'(10-20]\'","\'(70-80]\'","\'(30-40]\'","\'(20-30]\'","Yes","Good","Above-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Father","\'(0-10]\'","\'(0-10]\'","\'(10-20]\'","\'(0-10]\'","Yes","Bad","Above-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father","\'(10-20]\'","\'(20-30]\'","\'(40-50]\'","\'(10-20]\'","Yes","Bad","Above-7","M"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(80-90]\'","\'(80-90]\'","\'(50-60]\'","\'(20-30]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(90-inf)\'","\'(80-90]\'","\'(30-40]\'","\'(30-40]\'","No","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Father","\'(40-50]\'","\'(20-30]\'","\'(0-10]\'","\'(10-20]\'","No","Bad","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father","\'(20-30]\'","\'(20-30]\'","\'(0-10]\'","\'(20-30]\'","No","Bad","Under-7","H"
"F","lebanon","lebanon","MiddleSchool","G-06","A","English","F","Mum","\'(90-inf)\'","\'(80-90]\'","\'(80-90]\'","\'(70-80]\'","Yes","Good","Under-7","H"
"F","lebanon","lebanon","MiddleSchool","G-06","A","English","S","Mum","\'(80-90]\'","\'(60-70]\'","\'(80-90]\'","\'(60-70]\'","Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(70-80]\'","\'(20-30]\'","\'(20-30]\'","\'(20-30]\'","Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(90-inf)\'","\'(30-40]\'","\'(40-50]\'","\'(20-30]\'","Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(80-90]\'","\'(30-40]\'","\'(50-60]\'","\'(20-30]\'","No","Good","Under-7","M"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(70-80]\'","\'(40-50]\'","\'(40-50]\'","\'(20-30]\'","No","Good","Under-7","M"
"M","Iraq","Iraq","MiddleSchool","G-06","A","English","F","Mum","\'(70-80]\'","\'(70-80]\'","\'(50-60]\'","\'(30-40]\'","No","Good","Under-7","H"
"M","Iraq","Iraq","MiddleSchool","G-06","A","English","S","Mum","\'(70-80]\'","\'(60-70]\'","\'(50-60]\'","\'(30-40]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(90-inf)\'","\'(90-100)\'","\'(70-80]\'","\'(80-90]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(90-inf)\'","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","No","Good","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Father","\'(30-40]\'","\'(30-40]\'","\'(30-40]\'","\'(30-40]\'","No","Bad","Above-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father","\'(40-50]\'","\'(30-40]\'","\'(30-40]\'","\'(30-40]\'","Yes","Bad","Above-7","M"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(50-60]\'","\'(70-80]\'","\'(80-90]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(80-90]\'","\'(70-80]\'","\'(90-100]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","F","Mum","\'(70-80]\'","\'(70-80]\'","\'(60-70]\'","\'(60-70]\'","Yes","Good","Under-7","M"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","S","Mum","\'(70-80]\'","\'(70-80]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-04","A","Science","F","Father","\'(40-50]\'","\'(30-40]\'","\'(30-40]\'","\'(40-50]\'","No","Bad","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Father","\'(40-50]\'","\'(20-30]\'","\'(10-20]\'","\'(20-30]\'","No","Bad","Above-7","L"
"F","Palestine","Palestine","lowerlevel","G-04","A","Science","F","Mum","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","\'(70-80]\'","Yes","Good","Under-7","H"
"F","Palestine","Palestine","lowerlevel","G-04","A","Science","S","Mum","\'(60-70]\'","\'(60-70]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"M","Iraq","Iraq","lowerlevel","G-04","A","Science","F","Father","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","\'(70-80]\'","Yes","Good","Above-7","M"
"M","Iraq","Iraq","lowerlevel","G-04","A","Science","S","Father","\'(60-70]\'","\'(60-70]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Above-7","M"
"F","Jordan","Jordan","lowerlevel","G-04","A","Science","F","Mum","\'(90-inf)\'","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Mum","\'(70-80]\'","\'(70-80]\'","\'(80-90]\'","\'(80-90]\'","No","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","F","Father","\'(10-20]\'","\'(10-20]\'","\'(20-30]\'","\'(30-40]\'","No","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Father","\'(30-40]\'","\'(10-20]\'","\'(30-40]\'","\'(20-30]\'","No","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","F","Father","\'(0-10]\'","\'(10-20]\'","\'(20-30]\'","\'(10-20]\'","No","Bad","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Father","\'(20-30]\'","\'(30-40]\'","\'(10-20]\'","\'(0-10]\'","No","Bad","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-04","B","Science","F","Mum","\'(10-20]\'","\'(20-30]\'","\'(20-30]\'","\'(20-30]\'","No","Bad","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Mum","\'(10-20]\'","\'(40-50]\'","\'(20-30]\'","\'(30-40]\'","No","Bad","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-04","B","Science","F","Father","\'(10-20]\'","\'(50-60]\'","\'(20-30]\'","\'(40-50]\'","Yes","Bad","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Father","\'(30-40]\'","\'(40-50]\'","\'(20-30]\'","\'(80-90]\'","Yes","Bad","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","F","Mum","\'(60-70]\'","\'(50-60]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Mum","\'(70-80]\'","\'(60-70]\'","\'(60-70]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"M","Palestine","Jordan","lowerlevel","G-04","B","Science","F","Mum","\'(90-inf)\'","\'(50-60]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Above-7","M"
"M","Palestine","Jordan","lowerlevel","G-04","B","Science","S","Mum","\'(80-90]\'","\'(80-90]\'","\'(80-90]\'","\'(70-80]\'","Yes","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","F","Father","\'(20-30]\'","\'(20-30]\'","\'(30-40]\'","\'(30-40]\'","No","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Father","\'(40-50]\'","\'(30-40]\'","\'(20-30]\'","\'(30-40]\'","No","Good","Above-7","M"
"F","Jordan","Jordan","lowerlevel","G-04","B","Science","F","Mum","\'(50-60]\'","\'(70-80]\'","\'(40-50]\'","\'(40-50]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Mum","\'(60-70]\'","\'(60-70]\'","\'(70-80]\'","\'(40-50]\'","Yes","Good","Under-7","H"
"F","Jordan","lebanon","lowerlevel","G-04","B","Science","F","Mum","\'(70-80]\'","\'(80-90]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"F","Jordan","lebanon","lowerlevel","G-04","B","Science","S","Mum","\'(70-80]\'","\'(80-90]\'","\'(90-100]\'","\'(80-90]\'","Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum","\'(50-60]\'","\'(90-100)\'","\'(80-90]\'","\'(20-30]\'","Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","S","Mum","\'(40-50]\'","\'(90-100)\'","\'(80-90]\'","\'(10-20]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum","\'(50-60]\'","\'(90-100)\'","\'(10-20]\'","\'(0-10]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","S","Mum","\'(40-50]\'","\'(90-100)\'","\'(20-30]\'","\'(0-10]\'","Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum","\'(50-60]\'","\'(80-90]\'","\'(20-30]\'","\'(10-20]\'","Yes","Good","Above-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","S","Mum","\'(40-50]\'","\'(80-90]\'","\'(20-30]\'","\'(10-20]\'","Yes","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","F","Father","\'(0-10]\'","\'(10-20]\'","\'(10-20]\'","\'(20-30]\'","No","Bad","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","S","Father","\'(20-30]\'","\'(10-20]\'","\'(20-30]\'","\'(0-10]\'","No","Bad","Above-7","L"
"M","Syria","Syria","lowerlevel","G-02","A","French","F","Father","\'(20-30]\'","\'(30-40]\'","\'(10-20]\'","\'(30-40]\'","No","Bad","Under-7","M"
"M","Syria","Syria","lowerlevel","G-02","A","French","S","Father","\'(20-30]\'","\'(20-30]\'","\'(30-40]\'","\'(30-40]\'","No","Bad","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","F","Father","\'(0-10]\'","\'(10-20]\'","\'(10-20]\'","\'(20-30]\'","No","Bad","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","S","Father","\'(20-30]\'","\'(10-20]\'","\'(20-30]\'","\'(0-10]\'","No","Bad","Above-7","L"
"F","Jordan","Palestine","lowerlevel","G-02","A","French","F","Mum","\'(70-80]\'","\'(70-80]\'","\'(60-70]\'","\'(80-90]\'","Yes","Good","Under-7","M"
"F","Jordan","Palestine","lowerlevel","G-02","A","French","S","Mum","\'(70-80]\'","\'(80-90]\'","\'(70-80]\'","\'(80-90]\'","Yes","Good","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","F","Father","\'(30-40]\'","\'(0-10]\'","\'(50-60]\'","\'(40-50]\'","No","Good","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","S","Father","\'(30-40]\'","\'(0-10]\'","\'(20-30]\'","\'(30-40]\'","No","Good","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum","\'(0-10]\'","\'(90-100)\'","\'(30-40]\'","\'(20-30]\'","No","Good","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","S","Mum","\'(20-30]\'","\'(80-90]\'","\'(20-30]\'","\'(20-30]\'","No","Good","Under-7","M"
"M","Lybia","Lybia","lowerlevel","G-02","A","French","F","Mum","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","No","Good","Above-7","L"
"M","Lybia","Lybia","lowerlevel","G-02","A","French","S","Mum","\'(10-20]\'","\'(0-10]\'","\'(10-20]\'","\'(0-10]\'","No","Good","Above-7","L"
"F","Palestine","Jordan","lowerlevel","G-02","A","French","F","Mum","\'(60-70]\'","\'(90-100)\'","\'(20-30]\'","\'(20-30]\'","No","Good","Under-7","M"
"F","Palestine","Jordan","lowerlevel","G-02","A","French","S","Mum","\'(70-80]\'","\'(80-90]\'","\'(10-20]\'","\'(10-20]\'","No","Good","Under-7","M"
"F","Palestine","Jordan","lowerlevel","G-02","B","French","F","Father","\'(70-80]\'","\'(90-100)\'","\'(10-20]\'","\'(10-20]\'","No","Good","Under-7","M"
"F","Palestine","Jordan","lowerlevel","G-02","B","French","S","Father","\'(70-80]\'","\'(80-90]\'","\'(10-20]\'","\'(10-20]\'","No","Good","Under-7","M"
"F","Iraq","Iraq","lowerlevel","G-02","B","French","F","Father","\'(10-20]\'","\'(90-100)\'","\'(10-20]\'","\'(10-20]\'","No","Good","Under-7","M"
"F","Iraq","Iraq","lowerlevel","G-02","B","French","S","Father","\'(10-20]\'","\'(80-90]\'","\'(10-20]\'","\'(0-10]\'","No","Good","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum","\'(30-40]\'","\'(80-90]\'","\'(50-60]\'","\'(40-50]\'","No","Bad","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum","\'(30-40]\'","\'(90-100)\'","\'(20-30]\'","\'(30-40]\'","No","Bad","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum","\'(10-20]\'","\'(90-100)\'","\'(10-20]\'","\'(10-20]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum","\'(10-20]\'","\'(80-90]\'","\'(20-30]\'","\'(20-30]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum","\'(20-30]\'","\'(90-100)\'","\'(10-20]\'","\'(10-20]\'","No","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum","\'(20-30]\'","\'(80-90]\'","\'(20-30]\'","\'(20-30]\'","No","Good","Under-7","H"
"M","Lybia","Lybia","lowerlevel","G-02","B","French","F","Mum","\'(10-20]\'","\'(0-10]\'","\'(0-10]\'","\'(0-10]\'","No","Good","Above-7","L"
"M","Lybia","Lybia","lowerlevel","G-02","B","French","S","Mum","\'(10-20]\'","\'(0-10]\'","\'(10-20]\'","\'(0-10]\'","No","Good","Above-7","L"
"M","Egypt","Egypt","lowerlevel","G-02","B","French","F","Mum","\'(0-10]\'","\'(10-20]\'","\'(0-10]\'","\'(0-10]\'","No","Good","Above-7","L"
"M","Egypt","Egypt","lowerlevel","G-02","B","French","S","Mum","\'(0-10]\'","\'(0-10]\'","\'(10-20]\'","\'(0-10]\'","No","Good","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum","\'(0-10]\'","\'(90-100)\'","\'(40-50]\'","\'(10-20]\'","Yes","Good","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum","\'(20-30]\'","\'(80-90]\'","\'(20-30]\'","\'(10-20]\'","Yes","Good","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum","\'(20-30]\'","\'(90-100)\'","\'(40-50]\'","\'(20-30]\'","Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum","\'(30-40]\'","\'(90-100)\'","\'(40-50]\'","\'(20-30]\'","Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","F","Father","\'(30-40]\'","\'(80-90]\'","\'(30-40]\'","\'(20-30]\'","Yes","Good","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Father","\'(20-30]\'","\'(80-90]\'","\'(20-30]\'","\'(20-30]\'","Yes","Good","Under-7","M"
"F","lebanon","lebanon","lowerlevel","G-02","B","French","F","Mum","\'(70-80]\'","\'(90-100)\'","\'(50-60]\'","\'(10-20]\'","Yes","Good","Under-7","H"
"F","lebanon","lebanon","lowerlevel","G-02","B","French","S","Mum","\'(70-80]\'","\'(90-100)\'","\'(50-60]\'","\'(10-20]\'","Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","Arabic","F","Father","\'(10-20]\'","\'(80-90]\'","\'(30-40]\'","\'(20-30]\'","Yes","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","A","Arabic","S","Father","\'(0-10]\'","\'(90-100)\'","\'(40-50]\'","\'(30-40]\'","Yes","Good","Above-7","M"
